387.97 261.654
30	7	190098.0267	436.6504812
30	8	22336.75334	149.6911999
30	9	13642.82191	116.8457196
30	10	7216	84.94704233
30	11	15826.64381	125.8842499
31	0	252744.8486	503.3096114
31	1	89863.58859	300.3784261
31	2	125720.5886	355.0833689
31	3	291553.8076	540.3872878
31	4	259122.6295	509.5069607
31	5	90398.41049	301.2841202
31	6	124376.6981	353.2574272
31	7	289171.3419	538.1502153
31	8	31718.28762	178.2096764
31	9	12756.28762	113.1224503
31	10	8177.465716	90.59672496
31	11	26988.46572	164.3738622
