387.97 261.654
0	0	257872.6295	508.2788044
0	1	219708.9857	469.2158337
0	2	213763.3419	462.8149244
0	3	239919.8076	490.2901394
0	4	254318.3829	504.8403692
0	5	231225.8076	481.3423115
0	6	210499.0953	459.3518364
0	7	237735.2048	488.1503053
0	8	25655.57524	160.4256137
0	9	26719	163.4594751
0	10	21713	147.3533169
0	11	23752.64381	154.1844492
1	0	122835.78	351.3859674
1	1	78058.69812	280.1299874
1	2	154464.561	393.7002364
1	3	219190.8486	468.7926673
1	4	107543.8486	328.8153964
1	5	69088.38288	263.8821675
1	6	144608.6295	380.8980743
1	7	213799.78	463.0724544
1	8	13591.28762	116.7548233
1	9	7440.821905	86.31872445
1	10	12592	112.2140811
1	11	19748.10953	140.707537
2	0	142016.2734	377.5065395
2	1	62472.12287	250.6101201
2	2	215288.8486	464.6122737
2	3	323800.0267	569.5310727
2	4	112182.52	335.5692656
2	5	67180.41049	259.9117563
2	6	220171.9172	469.7733834
2	7	317822.1362	564.3033348
2	8	14911.64381	122.1959262
2	9	5326.287621	73.25768742
2	10	19857.82191	140.9536172
2	11	38502.28762	196.3229196
3	0	253895.4515	504.3612447
3	1	103671.3419	322.6540783
3	2	125108.52	354.3059865
3	3	278462.1362	528.2785758
3	4	244497.3419	494.9057024
3	5	102558.1638	320.9401446
3	6	125732.0543	355.1421764
3	7	279076.4924	528.8406275
3	8	27691.46572	166.4985483
3	9	16081	126.8108828
3	10	8133.465716	90.35356426
3	11	25496.46572	159.7709816
4	0	213381.8076	462.4353153
4	1	145416.0543	381.850711
4	2	131698.7667	363.3899788
4	3	197888.3829	445.4590872
4	4	203693.1638	451.8158656
4	5	146259.6572	382.8350372
4	6	128879.8762	359.560687
4	7	197683.1638	445.1152395
4	8	22398.64381	149.7292369
4	9	16696.64381	129.2936363
4	10	12956.46572	113.9594953
4	11	18065.82191	134.4467262
5	0	181911.1638	427.0311188
5	1	104077.6981	323.2519294
5	2	100880.9448	318.157751
5	3	181824.78	427.1546536
5	4	180631.6981	425.4947824
5	5	104175.4105	323.3405652
5	6	103923.9448	322.9045594
5	7	178274.3829	422.8709003
5	8	20258	142.3306011
5	9	11773.46572	108.6451406
5	10	9131.109526	95.820723
5	11	17181.93143	131.3108265
6	0	224491.8076	474.2957103
6	1	190976.0543	437.45853
6	2	204533.4515	452.789427
6	3	240149.9172	490.5762242
6	4	210784.7391	459.6846244
6	5	167893.4105	410.2037556
6	6	189549.2048	436.0100005
6	7	220628.4924	470.3449897
6	8	23582.46572	153.664461
6	9	17906.28762	133.9652521
6	10	18398.28762	135.7891335
6	11	23073.64381	151.9665897
7	0	217568.8486	467.0594875
7	1	273048.1638	522.9651771
7	2	138582.4791	372.6869839
7	3	91126.45145	302.6735291
7	4	222879.8896	472.8284139
7	5	261844.0543	512.0917549
7	6	135037.0953	368.16044
7	7	90106.8486	301.1354594
7	8	21620.28762	147.1757071
7	9	29696.75334	172.5324762
7	10	18261.46572	135.2470575
7	11	8349.287621	91.59524423
8	0	5631.629547	78.14309308
8	1	8195.876211	92.73557924
8	2	8733.944779	95.27515158
8	3	6795.807642	85.20810293
8	4	255598.8486	506.1369033
8	5	403742.6019	635.9158909
8	6	408175.3143	639.3600953
8	7	401852.3553	634.4836291
8	8	127.4657158	12.56051648
8	9	172.1095263	14.92015272
8	10	245.9314316	17.50808809
8	11	225.8219053	15.35975883
9	0	110312.6705	333.0142446
9	1	876.0133474	34.0414653
9	2	9103.013347	96.8804488
9	3	148.1228737	21.94156595
9	4	142.5476316	19.87598514
9	5	9323.013347	98.00929221
9	6	887.0133474	34.20265135
9	7	111092.2734	334.0466844
9	8	12.46571579	6.539615756
9	9	25	5
9	10	21.82190526	5.649972691
9	11	15.82190526	5.091384037
10	0	72995.56098	271.1657724
10	1	78196.94478	280.250521
10	2	79579.36954	282.5632265
10	3	84403.05431	291.1991852
10	4	71245.87621	267.6749664
10	5	75177.2324	274.8836904
10	6	77021.83525	278.0552887
10	7	78668.91717	281.3965738
10	8	7323.821905	85.63832198
10	9	7989.287621	89.60853065
10	10	8153.109526	90.57378736
10	11	8007.821905	89.54285115
11	0	89624.67051	300.350607
11	1	87752.34193	296.9623785
11	2	82190.12287	287.2689199
11	3	95145.56098	309.3232551
11	4	86567.58859	294.8409722
11	5	80626.45145	284.8003953
11	6	80315.98574	284.2015106
11	7	87380.27336	296.4374932
11	8	10700	103.4408043
11	9	8075.109526	90.1421708
11	10	8857.109526	94.38014069
11	11	9305.109526	96.72440725
12	0	21297.05431	147.2785302
12	1	26420.47906	163.5040915
12	2	27392.83525	166.3903349
12	3	25006.69812	159.4390474
12	4	17402.98574	133.6319521
12	5	21998.41049	149.5731295
12	6	23593.94478	154.7170143
12	7	20031.52002	143.0235367
12	8	1802.465716	42.8108231
12	9	2352.287621	48.91511797
12	10	2707.821905	52.13369536
12	11	2483.821905	49.93918493
13	0	69370.8486	264.474129
13	1	176217.4515	420.3596855
13	2	320492.6295	566.5397982
13	3	219707.0677	469.4505158
13	4	71665.27336	268.626483
13	5	179414.4515	424.145335
13	6	327300.9581	572.6492608
13	7	213980.9581	463.257138
13	8	7937.287621	89.31790843
13	9	12971.93143	114.1601207
13	10	26207.82191	161.9194929
13	11	24797.64381	157.5368033
14	0	151953.561	390.4982409
14	1	78579.16383	281.1113239
14	2	166675.1638	408.802613
14	3	236063.9172	486.393906
14	4	152620.6019	391.4933208
14	5	79540.05431	282.7259547
14	6	164474.8762	406.0528139
14	7	232043.0953	482.2324228
14	8	20100.82191	141.8129832
14	9	7862.287621	88.89706837
14	10	14470.46572	120.4191288
14	11	23885.10953	154.7113795
15	0	249247.78	499.8840846
15	1	97461.2324	312.8019234
15	2	121205.0543	348.7104321
15	3	273695.3143	523.7378461
15	4	248718.3829	499.2632555
15	5	91947.16383	303.959827
15	6	123658.5886	352.1678561
15	7	276440.2734	526.2463182
15	8	20597.10953	143.6927658
15	9	13401.46572	115.8954985
15	10	5810.287621	76.48979517
15	11	26091.75334	161.7481231
16	0	121306.0543	348.8552214
16	1	112691.7667	336.2220646
16	2	120746.8762	348.0673608
16	3	126692.8076	356.5913919
16	4	117598.6981	343.5299257
16	5	109555.9448	331.5107155
16	6	117615.9857	343.6138801
16	7	125547.52	354.9249668
16	8	13551.10953	116.6259446
16	9	11064.46572	105.3316979
16	10	11117.10953	105.6769178
16	11	14657.82191	121.1111976
17	0	68444.34193	262.4474314
17	1	64574.80764	255.0282745
17	2	53597.47906	232.1865369
17	3	52161.16383	229.3590557
17	4	65157.41049	255.9904707
17	5	60557.80764	247.0271661
17	6	51256.05431	227.2662876
17	7	50581.91717	226.0465257
17	8	6333.109526	79.89750282
17	9	6702.465716	82.05343731
17	10	4834.643811	69.67671335
17	11	6046.643811	77.88995046
18	0	50642.09526	226.1572673
18	1	52437.30097	229.696561
18	2	59100.16383	244.017574
18	3	52115.38288	229.4794072
18	4	48085.45145	220.3866266
18	5	48101.94478	220.1030543
18	6	55317.30097	235.8824074
18	7	48210.91717	220.7397376
18	8	4990.643811	70.78731795
18	9	5529.465716	74.56384227
18	10	6076.465716	78.14580331
18	11	5670.643811	75.43768543
19	0	141190.6981	376.3041454
19	1	307229.561	554.7656047
19	2	243516.2457	494.1486261
19	3	76953.38288	278.3860599
19	4	155296.7391	394.742896
19	5	325141.6705	570.7254043
19	6	275361.8076	525.1917943
19	7	95349.8486	309.7185253
19	8	10244.28762	101.4134546
19	9	22579.10953	150.4314161
19	10	30807.93143	175.6944312
19	11	12880	113.4900877
20	0	155560.3419	394.9615858
20	1	69481.83525	264.1490934
20	2	205802.1638	454.1437839
20	3	281026.7391	530.6146944
20	4	158058.8076	398.1499979
20	5	71364.98574	267.9916018
20	6	200797.9172	448.6792081
20	7	276789.561	526.6164412
20	8	16097.10953	127.0732504
20	9	6154.643811	78.58017805
20	10	13582.46572	116.6737613
20	11	31906.10953	178.764121
21	0	92665.80764	305.1727721
21	1	125091.3829	354.4528154
21	2	299563.4515	547.7666156
21	3	265464.7391	515.742139
21	4	89597.58859	299.9353245
21	5	125146.0543	354.3161942
21	6	301067.5886	549.0275029
21	7	267212.1362	517.5212592
21	8	14354.21905	120.2298711
21	9	10200.46572	101.1472519
21	10	27355.82191	165.4264858
21	11	33560.46572	183.2778398
22	0	132025.8076	363.9923362
22	1	192132.6295	438.870531
22	2	212162.7667	460.9948771
22	3	158819.7391	399.1803527
22	4	139448.0543	373.9544965
22	5	197758.6295	445.2340317
22	6	217040.4105	466.2768717
22	7	155569.5886	394.883779
22	8	12215.28762	110.7054143
22	9	18372.46572	135.656797
22	10	21192.10953	145.748451
22	11	16559.82191	128.7242098
23	0	248160.3829	498.704119
23	1	127951.3419	358.3094392
23	2	69308.34193	264.0883455
23	3	183084.0267	428.5436299
23	4	251146.2734	501.6385027
23	5	125863.6295	355.4410542
23	6	69780.69812	264.9430313
23	7	187633.9172	433.7614918
23	8	28960.10953	170.3250157
23	9	15522.82191	124.6311445
23	10	5625.109526	75.33665082
23	11	15641.10953	125.2661605
24	0	205780.9857	454.1315873
24	1	155787.52	395.236299
24	2	121834.3419	349.6693499
24	3	171480.6295	414.6749848
24	4	199985.2324	447.6260083
24	5	150275.6981	388.1878538
24	6	117909.52	343.9967035
24	7	160239.4924	401.0429021
24	8	19592.10953	140.1520994
24	9	17437.64381	132.1281362
24	10	12645	112.4499889
24	11	15578	124.8118584
25	0	181564.1638	426.6246318
25	1	301444.9857	549.4538185
25	2	191203.8762	437.7303824
25	3	68999.87621	263.446176
25	4	181506.6295	426.5927132
25	5	303437.2048	551.3553487
25	6	182576.2734	427.8681893
25	7	69790.87621	264.9431782
25	8	12960.82191	113.8899565
25	9	30994.10953	176.1948097
25	10	22901.28762	151.4651404
25	11	7447.643811	86.41669042
26	0	183770.1362	429.402205
26	1	224001.6705	473.9066228
26	2	110359.7667	332.7360466
26	3	82178.2324	287.3361155
26	4	193455.4515	440.3864952
26	5	225661.9172	475.5807311
26	6	113411.52	337.3955128
26	7	80339.38288	284.4025287
26	8	16175.10953	127.3797902
26	9	25057.28762	158.4225008
26	10	14197.46572	119.2802019
26	11	6027.109526	77.95903384
27	0	112713.9857	336.4052595
27	1	117621.8076	343.6370481
27	2	250966.1638	501.4085923
27	3	244536.52	494.9350786
27	4	114907.1638	339.6344747
27	5	116908.7667	342.4357994
27	6	243840.6295	494.282655
27	7	243973.4515	494.4272092
27	8	14628.46572	121.0733933
27	9	7118.821905	84.43294494
27	10	18161.10953	134.9504018
27	11	25924.28762	161.1356223
28	0	231960.7391	482.1679728
28	1	217836.2734	467.2592293
28	2	185194.9857	430.8706286
28	3	203214.52	451.2634841
28	4	233730.1638	483.9158774
28	5	219508.8762	468.9487047
28	6	186344.3419	432.1789609
28	7	211331.3419	460.1800237
28	8	24076.10953	155.3274314
28	9	22206.93143	149.2230986
28	10	20602.10953	143.710163
28	11	20370.93143	142.938914
29	0	113503.3419	337.5465216
29	1	114576.6572	338.9390295
29	2	205529.2734	453.8988735
29	3	196751.0953	444.1352379
29	4	116009.9448	341.1060752
29	5	110136.0543	332.460472
29	6	194022.52	440.9611457
29	7	196253.2048	443.6312889
29	8	13416.46572	115.9601939
29	9	8638.287621	93.15948028
29	10	17364.64381	131.8515998
29	11	22966.28762	151.6795595
30	0	214606.9857	463.7472357
30	1	110305.3419	332.7756815
30	2	91097.58859	302.4255262
30	3	188076.8076	434.2135659
30	4	208461.0677	457.3158502
30	5	109605.1638	331.7372099
30	6	89509.2324	299.8216858
